edge_id,source_node,target_node,edge_type,description,weight,evidence_type,flow_layer
EDGE-00212,Addresses,AF15,ACQUIRED_BY,Addresses data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00213,Addresses,AF19,ACQUIRED_BY,Addresses data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00214,Addresses,Place,MAPS_TO_OBJECT,Addresses maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00215,Addresses,Event,MAPS_TO_OBJECT,Addresses maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00216,Addresses,Measurement,MAPS_TO_OBJECT,Addresses maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00217,Addresses,AuditRecord,MAPS_TO_OBJECT,Addresses maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00218,Geography & location,Parcels,HAS_NICHE,Parcels is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00219,Parcels,AF18,ACQUIRED_BY,Parcels data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-00220,Parcels,AF08,ACQUIRED_BY,Parcels data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00221,Parcels,AF16,ACQUIRED_BY,Parcels data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-00222,Parcels,Place,MAPS_TO_OBJECT,Parcels maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00223,Parcels,Event,MAPS_TO_OBJECT,Parcels maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00224,Parcels,Measurement,MAPS_TO_OBJECT,Parcels maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00225,Parcels,AuditRecord,MAPS_TO_OBJECT,Parcels maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00226,Geography & location,Boundaries,HAS_NICHE,Boundaries is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00227,Boundaries,AF01,ACQUIRED_BY,Boundaries data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-00228,Boundaries,AF06,ACQUIRED_BY,Boundaries data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00229,Boundaries,AF15,ACQUIRED_BY,Boundaries data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00230,Boundaries,Place,MAPS_TO_OBJECT,Boundaries maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00231,Boundaries,Event,MAPS_TO_OBJECT,Boundaries maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00232,Boundaries,Measurement,MAPS_TO_OBJECT,Boundaries maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00233,Boundaries,AuditRecord,MAPS_TO_OBJECT,Boundaries maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00234,Geography & location,Points of interest,HAS_NICHE,Points of interest is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00235,Points of interest,AF05,ACQUIRED_BY,Points of interest data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-00236,Points of interest,AF09,ACQUIRED_BY,Points of interest data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-00237,Points of interest,Place,MAPS_TO_OBJECT,Points of interest maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00238,Points of interest,Event,MAPS_TO_OBJECT,Points of interest maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00239,Points of interest,Measurement,MAPS_TO_OBJECT,Points of interest maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00240,Points of interest,AuditRecord,MAPS_TO_OBJECT,Points of interest maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00241,Geography & location,Terrain,HAS_NICHE,Terrain is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00242,Terrain,AF06,ACQUIRED_BY,Terrain data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00243,Terrain,AF02,ACQUIRED_BY,Terrain data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-00244,Terrain,AF15,ACQUIRED_BY,Terrain data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00245,Terrain,Place,MAPS_TO_OBJECT,Terrain maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00246,Terrain,Event,MAPS_TO_OBJECT,Terrain maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00247,Terrain,Measurement,MAPS_TO_OBJECT,Terrain maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00248,Terrain,AuditRecord,MAPS_TO_OBJECT,Terrain maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00249,Geography & location,Geocoding,HAS_NICHE,Geocoding is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00250,Geocoding,AF04,ACQUIRED_BY,Geocoding data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00251,Geocoding,AF07,ACQUIRED_BY,Geocoding data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00252,Geocoding,AF08,ACQUIRED_BY,Geocoding data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00253,Geocoding,Place,MAPS_TO_OBJECT,Geocoding maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00254,Geocoding,Event,MAPS_TO_OBJECT,Geocoding maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00255,Geocoding,Measurement,MAPS_TO_OBJECT,Geocoding maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00256,Geocoding,AuditRecord,MAPS_TO_OBJECT,Geocoding maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00257,Geography & location,Movement corridors,HAS_NICHE,Movement corridors is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00258,Movement corridors,AF19,ACQUIRED_BY,Movement corridors data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00259,Movement corridors,AF11,ACQUIRED_BY,Movement corridors data can be acquired via AF11,0.65,acquisition mapping,source acquisition
EDGE-00260,Movement corridors,AF15,ACQUIRED_BY,Movement corridors data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00261,Movement corridors,Place,MAPS_TO_OBJECT,Movement corridors maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00262,Movement corridors,Event,MAPS_TO_OBJECT,Movement corridors maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00263,Movement corridors,Measurement,MAPS_TO_OBJECT,Movement corridors maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00264,Movement corridors,AuditRecord,MAPS_TO_OBJECT,Movement corridors maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00265,Geography & location,Spatial metadata,HAS_NICHE,Spatial metadata is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00266,Spatial metadata,AF17,ACQUIRED_BY,Spatial metadata data can be acquired via AF17,0.65,acquisition mapping,source acquisition
EDGE-00267,Spatial metadata,AF12,ACQUIRED_BY,Spatial metadata data can be acquired via AF12,0.65,acquisition mapping,source acquisition
EDGE-00268,Spatial metadata,AF20,ACQUIRED_BY,Spatial metadata data can be acquired via AF20,0.65,acquisition mapping,source acquisition
EDGE-00269,Spatial metadata,Place,MAPS_TO_OBJECT,Spatial metadata maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00270,Spatial metadata,Event,MAPS_TO_OBJECT,Spatial metadata maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00271,Spatial metadata,Measurement,MAPS_TO_OBJECT,Spatial metadata maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00272,Spatial metadata,AuditRecord,MAPS_TO_OBJECT,Spatial metadata maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00273,Geography & location,Map layers,HAS_NICHE,Map layers is a niche under Geography & location,0.7,taxonomy,taxonomy
EDGE-00274,Map layers,AF03,ACQUIRED_BY,Map layers data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00275,Map layers,AF15,ACQUIRED_BY,Map layers data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00276,Map layers,AF19,ACQUIRED_BY,Map layers data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00277,Map layers,Place,MAPS_TO_OBJECT,Map layers maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00278,Map layers,Event,MAPS_TO_OBJECT,Map layers maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00279,Map layers,Measurement,MAPS_TO_OBJECT,Map layers maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00280,Map layers,AuditRecord,MAPS_TO_OBJECT,Map layers maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00281,Environment & ecology,Species,HAS_NICHE,Species is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00282,Species,AF04,ACQUIRED_BY,Species data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00283,Species,AF07,ACQUIRED_BY,Species data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00284,Species,AF08,ACQUIRED_BY,Species data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00285,Species,Place,MAPS_TO_OBJECT,Species maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00286,Species,Event,MAPS_TO_OBJECT,Species maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00287,Species,Measurement,MAPS_TO_OBJECT,Species maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00288,Species,AuditRecord,MAPS_TO_OBJECT,Species maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00289,Environment & ecology,Habitats,HAS_NICHE,Habitats is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00290,Habitats,AF03,ACQUIRED_BY,Habitats data can be acquired via AF03,0.65,acquisition mapping,source acquisition
EDGE-00291,Habitats,AF15,ACQUIRED_BY,Habitats data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00292,Habitats,AF19,ACQUIRED_BY,Habitats data can be acquired via AF19,0.65,acquisition mapping,source acquisition
EDGE-00293,Habitats,Place,MAPS_TO_OBJECT,Habitats maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00294,Habitats,Event,MAPS_TO_OBJECT,Habitats maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00295,Habitats,Measurement,MAPS_TO_OBJECT,Habitats maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00296,Habitats,AuditRecord,MAPS_TO_OBJECT,Habitats maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00297,Environment & ecology,Pollution,HAS_NICHE,Pollution is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00298,Pollution,AF18,ACQUIRED_BY,Pollution data can be acquired via AF18,0.65,acquisition mapping,source acquisition
EDGE-00299,Pollution,AF08,ACQUIRED_BY,Pollution data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00300,Pollution,AF16,ACQUIRED_BY,Pollution data can be acquired via AF16,0.65,acquisition mapping,source acquisition
EDGE-00301,Pollution,Place,MAPS_TO_OBJECT,Pollution maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00302,Pollution,Event,MAPS_TO_OBJECT,Pollution maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00303,Pollution,Measurement,MAPS_TO_OBJECT,Pollution maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00304,Pollution,AuditRecord,MAPS_TO_OBJECT,Pollution maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00305,Environment & ecology,Waste,HAS_NICHE,Waste is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00306,Waste,AF01,ACQUIRED_BY,Waste data can be acquired via AF01,0.65,acquisition mapping,source acquisition
EDGE-00307,Waste,AF06,ACQUIRED_BY,Waste data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00308,Waste,AF15,ACQUIRED_BY,Waste data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00309,Waste,Place,MAPS_TO_OBJECT,Waste maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00310,Waste,Event,MAPS_TO_OBJECT,Waste maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00311,Waste,Measurement,MAPS_TO_OBJECT,Waste maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00312,Waste,AuditRecord,MAPS_TO_OBJECT,Waste maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00313,Environment & ecology,Emissions,HAS_NICHE,Emissions is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00314,Emissions,AF05,ACQUIRED_BY,Emissions data can be acquired via AF05,0.65,acquisition mapping,source acquisition
EDGE-00315,Emissions,AF09,ACQUIRED_BY,Emissions data can be acquired via AF09,0.65,acquisition mapping,source acquisition
EDGE-00316,Emissions,Place,MAPS_TO_OBJECT,Emissions maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00317,Emissions,Event,MAPS_TO_OBJECT,Emissions maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00318,Emissions,Measurement,MAPS_TO_OBJECT,Emissions maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00319,Emissions,AuditRecord,MAPS_TO_OBJECT,Emissions maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00320,Environment & ecology,Conservation,HAS_NICHE,Conservation is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00321,Conservation,AF06,ACQUIRED_BY,Conservation data can be acquired via AF06,0.65,acquisition mapping,source acquisition
EDGE-00322,Conservation,AF02,ACQUIRED_BY,Conservation data can be acquired via AF02,0.65,acquisition mapping,source acquisition
EDGE-00323,Conservation,AF15,ACQUIRED_BY,Conservation data can be acquired via AF15,0.65,acquisition mapping,source acquisition
EDGE-00324,Conservation,Place,MAPS_TO_OBJECT,Conservation maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00325,Conservation,Event,MAPS_TO_OBJECT,Conservation maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00326,Conservation,Measurement,MAPS_TO_OBJECT,Conservation maps to ontology object Measurement,0.7,ontology mapping,ontology
EDGE-00327,Conservation,AuditRecord,MAPS_TO_OBJECT,Conservation maps to ontology object AuditRecord,0.7,ontology mapping,ontology
EDGE-00328,Environment & ecology,Invasive species,HAS_NICHE,Invasive species is a niche under Environment & ecology,0.7,taxonomy,taxonomy
EDGE-00329,Invasive species,AF04,ACQUIRED_BY,Invasive species data can be acquired via AF04,0.65,acquisition mapping,source acquisition
EDGE-00330,Invasive species,AF07,ACQUIRED_BY,Invasive species data can be acquired via AF07,0.65,acquisition mapping,source acquisition
EDGE-00331,Invasive species,AF08,ACQUIRED_BY,Invasive species data can be acquired via AF08,0.65,acquisition mapping,source acquisition
EDGE-00332,Invasive species,Place,MAPS_TO_OBJECT,Invasive species maps to ontology object Place,0.7,ontology mapping,ontology
EDGE-00333,Invasive species,Event,MAPS_TO_OBJECT,Invasive species maps to ontology object Event,0.7,ontology mapping,ontology
EDGE-00334,Invasive species,Measurement,MAPS_TO_OBJECT,Invasive species maps to ontology object Measurement,0.7,ontology mapping,ontology
