interaction,verb,mood,science,effects,anim_a,anim_b,llm_prompt
mentor,teaches,content,linguistics,"knowledge+,bond+",talk,talk,"Two minions in the linguistics guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,materials,"knowledge+,bond+",talk,talk,"Two minions in the materials guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,math,"knowledge+,bond+",talk,talk,"Two minions in the math guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,medicine,"knowledge+,bond+",talk,talk,"Two minions in the medicine guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,metallurgy,"knowledge+,bond+",talk,talk,"Two minions in the metallurgy guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,neuro,"knowledge+,bond+",talk,talk,"Two minions in the neuro guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,nuclear,"knowledge+,bond+",talk,talk,"Two minions in the nuclear guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,ocean,"knowledge+,bond+",talk,talk,"Two minions in the ocean guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,optics,"knowledge+,bond+",talk,talk,"Two minions in the optics guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,pharmacology,"knowledge+,bond+",talk,talk,"Two minions in the pharmacology guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,photovoltaics,"knowledge+,bond+",talk,talk,"Two minions in the photovoltaics guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,physics,"knowledge+,bond+",talk,talk,"Two minions in the physics guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,plasma,"knowledge+,bond+",talk,talk,"Two minions in the plasma guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,polymer,"knowledge+,bond+",talk,talk,"Two minions in the polymer guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,qcomputing,"knowledge+,bond+",talk,talk,"Two minions in the qcomputing guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,quantum,"knowledge+,bond+",talk,talk,"Two minions in the quantum guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,rf,"knowledge+,bond+",talk,talk,"Two minions in the rf guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,robotics,"knowledge+,bond+",talk,talk,"Two minions in the robotics guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,seismology,"knowledge+,bond+",talk,talk,"Two minions in the seismology guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,semiconductor,"knowledge+,bond+",talk,talk,"Two minions in the semiconductor guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,signal,"knowledge+,bond+",talk,talk,"Two minions in the signal guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,spectroscopy,"knowledge+,bond+",talk,talk,"Two minions in the spectroscopy guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,statmech,"knowledge+,bond+",talk,talk,"Two minions in the statmech guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,structural,"knowledge+,bond+",talk,talk,"Two minions in the structural guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,tribology,"knowledge+,bond+",talk,talk,"Two minions in the tribology guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,content,veterinary,"knowledge+,bond+",talk,talk,"Two minions in the veterinary guild: A ({name_a}, content) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,acoustics,"knowledge+,bond+",talk,talk,"Two minions in the acoustics guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,aerodynamics,"knowledge+,bond+",talk,talk,"Two minions in the aerodynamics guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,agronomy,"knowledge+,bond+",talk,talk,"Two minions in the agronomy guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,astronomy,"knowledge+,bond+",talk,talk,"Two minions in the astronomy guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,atmoschem,"knowledge+,bond+",talk,talk,"Two minions in the atmoschem guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,biology,"knowledge+,bond+",talk,talk,"Two minions in the biology guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,biomechanics,"knowledge+,bond+",talk,talk,"Two minions in the biomechanics guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,chemistry,"knowledge+,bond+",talk,talk,"Two minions in the chemistry guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,combustion,"knowledge+,bond+",talk,talk,"Two minions in the combustion guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,control,"knowledge+,bond+",talk,talk,"Two minions in the control guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,crypto,"knowledge+,bond+",talk,talk,"Two minions in the crypto guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,crystallography,"knowledge+,bond+",talk,talk,"Two minions in the crystallography guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,cs_ai,"knowledge+,bond+",talk,talk,"Two minions in the cs_ai guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,earth,"knowledge+,bond+",talk,talk,"Two minions in the earth guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,ecology,"knowledge+,bond+",talk,talk,"Two minions in the ecology guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,economics,"knowledge+,bond+",talk,talk,"Two minions in the economics guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,electrochem,"knowledge+,bond+",talk,talk,"Two minions in the electrochem guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,electronics,"knowledge+,bond+",talk,talk,"Two minions in the electronics guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,engineering,"knowledge+,bond+",talk,talk,"Two minions in the engineering guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,epidemiology,"knowledge+,bond+",talk,talk,"Two minions in the epidemiology guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,fluids,"knowledge+,bond+",talk,talk,"Two minions in the fluids guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,foodscience,"knowledge+,bond+",talk,talk,"Two minions in the foodscience guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,forestry,"knowledge+,bond+",talk,talk,"Two minions in the forestry guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,geodesy,"knowledge+,bond+",talk,talk,"Two minions in the geodesy guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,geology,"knowledge+,bond+",talk,talk,"Two minions in the geology guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,geotechnical,"knowledge+,bond+",talk,talk,"Two minions in the geotechnical guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
mentor,teaches,bored,heattransfer,"knowledge+,bond+",talk,talk,"Two minions in the heattransfer guild: A ({name_a}, bored) teaches B ({name_b}). Write their exchange — 2 short lines of dialogue, true to their bond and the science."
